date,review,,,,,,,
2018/8/16," Not much to add about this favorite restaurant in Taipei. Depending on day and time, the sign with the wait time can be as long as 90 minutes. But this is like a Disneyland wait time, it is typically never as long as the sign says, so be sure to come back at least 15 minutes early. If you miss your number being called, you will not always be seated immediately if it is busy since they have given away your table. You will be given priority but sometimes you are behind others who also missed their number, so you could wait 15-20 minutes for a few tables to clear. So just show up early and hang around.The one thing I tried that was new for our table was the chocolate xiaolongbao. When I heard about them, my first thought was how can something that was meant for pork possibly taste good with chocolate. But we tried some and now we are all hooked! The flavor of steamed xiaolongbao wrap around melted sweet chocolate is AMAZING! Definitely save room for one or two for dessert!\",,,,,,,
2018/8/15," Located in the basement of Taipei 101, right when you enter the double glass doors closest to the metro exit, this place is rocking. Although there is almost always a wait, the queue moves quickly and they manage the crowds like pros. When you see the gaggle of people, don't be daunted. move around until you see the line to receive a number. They have an LCD display telling you the current number being seated divided by table size, so you'll have an inkling how far along you are. While you're waiting they'll give you a paper order form to pre-order. Pearl of wisdom", go on the web site and study the menu ahead of time. At 11,"30 on a weekday, we were told 40 minutes -- reality"," only 10. Of course, try the excellent pork soup dumplings, but also try the traditional beef noodles and the bamboo. Service is efficient and friendly. Afterward, stroll the basement shops for dessert or an afternoon snack. Plenty of pineapple cake to be had.\",,,,
2018/8/11," Amazing dimsum. It's expensive and busy, but delicious with great service so worth it. The fried rice and pork was delicious as were the soup dumplings. There wasn't anything that we tried that wasn't delicious.\",,,,,,,
2018/8/10," I\'a1\'a6ve tried Din Tai Fung in Bellevue Washington and thought the food was bland and overpriced. When we saw DTF in 101 we said we must give it another try in the country it was founded. Huge disappointment! All food was bland like Bellevue. Xiao long bao and dumplings were bland, wonton noodle soup flavorless chicken was no good. Never will return to DTF anywhere for the rest of my life.\",,,,,,,
2018/8/9, This was my first restaurant meal in Taiwan and it was amazing!I ate the dumplings - shrimp and crap dumpling ,D soooo good! yummy!Sticky rice with pork - this meal has an interesting story to it - it looked horrible but i was so delicios!Fired rice was perfect!I highly reccomment this place ,)\,,,,,
2018/8/8, The best dumplings in the world are made here. Although this is not the original Din Tai Fung but the taste is the same. We were on a business trip and had the best of all the dumplings.They also have a vegetarian option.The wait time is more minimum 60 mins\,,,,,,,
2018/8/20," It was so so crowed when we came for lunch during this June, however they managed it so well that you won't feel waiting was long. The xiao long bao were amazing and other side dishes and their soups also tasted good. I will always at least come here for lunch one every time i visit Taipei. Among other branches of Ding Tai Fong in Taiwan, this is the best. You can come visit the tallest building in Taiwan and do some shopping while waiting for food, why not!!!\",,,,,,,
2018/8/20, A real treat and id say a must do when in taiwan. If you're new to asian cuisine I recommend trying the spicy noodles and xiaolong bao with some delicious egg fried rice.\,,,,,,,
2018/8/19, The best xiao long pau around (translated to little dragon cakes) filled with choice pork and spices served with ginger and vinegar. Also good is the fried rice with deep fried pork cutlet \,,,,,,,
2018/8/18, the queue is long but they have the ticket and estimated time so yeah we can shop around while waiting. \,,,,,,,
2018/8/16," Not much to add about this favorite restaurant in Taipei. Depending on day and time, the sign with the wait time can be as long as 90 minutes. But this is like a Disneyland wait time, it is typically never as long as the sign says, so be sure to come back at least 15 minutes early. If you miss your number being called, you will not always be seated immediately if it is busy since they have given away your table. You will be given priority but sometimes you are behind others who also missed their number, so you could wait 15-20 minutes for a few tables to clear. So just show up early and hang around.The one thing I tried that was new for our table was the chocolate xiaolongbao. When I heard about them, my first thought was how can something that was meant for pork possibly taste good with chocolate. But we tried some and now we are all hooked! The flavor of steamed xiaolongbao wrap around melted sweet chocolate is AMAZING! Definitely save room for one or two for dessert!\",,,,,,,
2018/8/15," Located in the basement of Taipei 101, right when you enter the double glass doors closest to the metro exit, this place is rocking. Although there is almost always a wait, the queue moves quickly and they manage the crowds like pros. When you see the gaggle of people, don't be daunted. move around until you see the line to receive a number. They have an LCD display telling you the current number being seated divided by table size, so you'll have an inkling how far along you are. While you're waiting they'll give you a paper order form to pre-order. Pearl of wisdom", go on the web site and study the menu ahead of time. At 11,"30 on a weekday, we were told 40 minutes -- reality"," only 10. Of course, try the excellent pork soup dumplings, but also try the traditional beef noodles and the bamboo. Service is efficient and friendly. Afterward, stroll the basement shops for dessert or an afternoon snack. Plenty of pineapple cake to be had.\",,,,
2018/8/11," Amazing dimsum. It's expensive and busy, but delicious with great service so worth it. The fried rice and pork was delicious as were the soup dumplings. There wasn't anything that we tried that wasn't delicious.\",,,,,,,
2018/8/10," I\'a1\'a6ve tried Din Tai Fung in Bellevue Washington and thought the food was bland and overpriced. When we saw DTF in 101 we said we must give it another try in the country it was founded. Huge disappointment! All food was bland like Bellevue. Xiao long bao and dumplings were bland, wonton noodle soup flavorless chicken was no good. Never will return to DTF anywhere for the rest of my life.\",,,,,,,
2018/8/9, This was my first restaurant meal in Taiwan and it was amazing!I ate the dumplings - shrimp and crap dumpling ,D soooo good! yummy!Sticky rice with pork - this meal has an interesting story to it - it looked horrible but i was so delicios!Fired rice was perfect!I highly reccomment this place ,)\,,,,,
2018/8/8, The best dumplings in the world are made here. Although this is not the original Din Tai Fung but the taste is the same. We were on a business trip and had the best of all the dumplings.They also have a vegetarian option.The wait time is more minimum 60 mins\,,,,,,,
2018/8/7," Always have been a fan of Din Tai Fung.Love their dumplings (Xialongbao and other dumplings)But their other food - soups, noodles, etc are also excellent.Efficient service.But long queue to get in indeed.Excellent overall.\",,,,,,,
2018/8/7, especially the xiao long bao... Little round pockets that you have to suck the soup out of before eating them... the luxury versions come with truffle or crab roe!... to die for!!! Rest is perfect too.Great cucumber appetizer and amazing dou miao (bean shoots) vegetable!!! Service is a bit on the zealous side ," you understand the place is super clean and efficient, but you're not meant to take your time and stay on after you've gobbled down your dumplings. to make a restaurant profitable with mostly dumplings & dim sum, the turnover of customers should be quite fast. Not such a line and more time to enjoy your meal in the Beijing branches, but they're more expensive!Next question is ", should dumplings get sooooo refined?\,,,,,
2018/8/7, The restaurant is quite a big one and crowded but cozy. Food is served very quickly. The processing area is clean and professional. Staff are friendly and service-oriented. I tried several dishes and they were all good.\,,,,,,,
2018/8/5," This place was absolutely amazing In every way. There will always be a wait as this place is so popular. If you like Dim Sum, you will be in heaven. \",,,,,,,
2018/8/5," Don\'a1\'a6t be put off by the large crowd and long queue! We took a number, were told we would have to wait for 20 - 30 minutes, and were given an order form with only traditional Chinese script beside tiny boxes. We managed to use the actual menu that had pictures and item numbers (and English descriptions) to help us tick the right boxes. Soon after we were done, we were ushered to our table. So the wait was only for 10 minutes! Yay!The well-trained staff provided seamless service. They were consistently professional, from ushering us to our table, checking our orders, serving the dishes promptly, checking regularly with us on how we found the food, topping up our hot Chinese tea etc. They were attentive, friendly and highly efficient, but we never felt rushed. It was my first time having DTF in Taiwan. The food was delicious. Of the various items we ordered, the best were the xiao long bao with truffle, chilled braised chicken with wine and their signature chicken soup. I even enjoyed the chilled cucumber appetiser.It was also fascinating to see the kitchen staff at work, skillfully shaping dumplings in the prep area behind glass partitions. Many a tourist stopped to have a look and/or snap some photos. The entire experience was one of the highlights of our foodie trip to Taipei.\",,,,,,,
2018/8/4, Good quality food as usual..But very busy and looong line to get seated. Staff with good English (and other languages). \,,,,,,,
2018/8/4, Decided to take an early lunch after visiting Taipei 101observatory. The restaurant was already full and managed to get a table for 2. The spicy beef noddle was good and the meat was soft and tender. The pork chop fried rice was good too. The meat was just crispy and not hard. Xiaolong bao was full of soup. Great service and we brought 2 pairs of chopsticks to bring home\,,,,,,,
2018/8/1," This place was so delicious!! I can\'a1\'a6t tell you enough about the delicious soup dumplings dipped in soy sauce, rice vinegar, and freshly grated ginger - yum! Have a meal here!\",,,,,,,
2018/7/31, I love the dumplings at Din TAi Fung. They may be my favorite food in the entire world. This location is more modern than others with a cool view of the kitchen. \,,,,,,,
2018/7/31, You will not be disappointed with your visit to Din Tai Fung. My friend and I went there after visiting the top of Taipei 101. We arrived around 8,"30 and were seated before 9. The staff are highly trained, friendly, and engaging! It was nice to interact with all of them and just be around such good energy. The food was absolutely delicious--definitely follow those directions handed to you on how to consume the steamed dumplings the proper way. We got a lot of the best sellers and we soon discovered why they were called that. So glad there's one in California to go try out!\",,,,,,
2018/8/7," Always have been a fan of Din Tai Fung.Love their dumplings (Xialongbao and other dumplings)But their other food - soups, noodles, etc are also excellent.Efficient service.But long queue to get in indeed.Excellent overall.\",,,,,,,
2018/8/7, especially the xiao long bao... Little round pockets that you have to suck the soup out of before eating them... the luxury versions come with truffle or crab roe!... to die for!!! Rest is perfect too.Great cucumber appetizer and amazing dou miao (bean shoots) vegetable!!! Service is a bit on the zealous side ," you understand the place is super clean and efficient, but you're not meant to take your time and stay on after you've gobbled down your dumplings. to make a restaurant profitable with mostly dumplings & dim sum, the turnover of customers should be quite fast. Not such a line and more time to enjoy your meal in the Beijing branches, but they're more expensive!Next question is ", should dumplings get sooooo refined?\,,,,,
2018/8/7, The restaurant is quite a big one and crowded but cozy. Food is served very quickly. The processing area is clean and professional. Staff are friendly and service-oriented. I tried several dishes and they were all good.\,,,,,,,
2018/8/5," This place was absolutely amazing In every way. There will always be a wait as this place is so popular. If you like Dim Sum, you will be in heaven. \",,,,,,,
2018/8/5," Don\'a1\'a6t be put off by the large crowd and long queue! We took a number, were told we would have to wait for 20 - 30 minutes, and were given an order form with only traditional Chinese script beside tiny boxes. We managed to use the actual menu that had pictures and item numbers (and English descriptions) to help us tick the right boxes. Soon after we were done, we were ushered to our table. So the wait was only for 10 minutes! Yay!The well-trained staff provided seamless service. They were consistently professional, from ushering us to our table, checking our orders, serving the dishes promptly, checking regularly with us on how we found the food, topping up our hot Chinese tea etc. They were attentive, friendly and highly efficient, but we never felt rushed. It was my first time having DTF in Taiwan. The food was delicious. Of the various items we ordered, the best were the xiao long bao with truffle, chilled braised chicken with wine and their signature chicken soup. I even enjoyed the chilled cucumber appetiser.It was also fascinating to see the kitchen staff at work, skillfully shaping dumplings in the prep area behind glass partitions. Many a tourist stopped to have a look and/or snap some photos. The entire experience was one of the highlights of our foodie trip to Taipei.\",,,,,,,
2018/8/4, Good quality food as usual..But very busy and looong line to get seated. Staff with good English (and other languages). \,,,,,,,
2018/8/4, Decided to take an early lunch after visiting Taipei 101observatory. The restaurant was already full and managed to get a table for 2. The spicy beef noddle was good and the meat was soft and tender. The pork chop fried rice was good too. The meat was just crispy and not hard. Xiaolong bao was full of soup. Great service and we brought 2 pairs of chopsticks to bring home\,,,,,,,
2018/8/1," This place was so delicious!! I can\'a1\'a6t tell you enough about the delicious soup dumplings dipped in soy sauce, rice vinegar, and freshly grated ginger - yum! Have a meal here!\",,,,,,,
2018/7/31, I love the dumplings at Din TAi Fung. They may be my favorite food in the entire world. This location is more modern than others with a cool view of the kitchen. \,,,,,,,
2018/7/31, You will not be disappointed with your visit to Din Tai Fung. My friend and I went there after visiting the top of Taipei 101. We arrived around 8,"30 and were seated before 9. The staff are highly trained, friendly, and engaging! It was nice to interact with all of them and just be around such good energy. The food was absolutely delicious--definitely follow those directions handed to you on how to consume the steamed dumplings the proper way. We got a lot of the best sellers and we soon discovered why they were called that. So glad there's one in California to go try out!\",,,,,,
2018/7/26, This restaurant is very popular. You have to go through a long queing if you come here on the lunch or dinner hours.The recommended food here ,"- Pork Fried Rice- Bao with chocolate lava insideI also tried their noodle with spicy soup and also the Bao with water, meat and vegetable inside, but the taste is average.Overall it's worth to try.\",,,,,,
2018/7/26," If I rated this on an assessment of the food alone, it would probably only garner 4 stars. And even that comment needs qualification. That is to say that there appears to be two standards of food"," the dumplings, and everything else. And let me tell you"," the dumplings are unbelievable. I have made a fair few dumplings in my time, and without hesitation I can say that those at Din Tai Fung are exemplary. Which brings us to the rest of the menu"," all non-dumpling dishes were very pedestrian. One noodle dish in particular was actually bad. So, the moral of the story is stick to the dumplings.So given that the food is overall four stars, why did I rate Din Tai Fung five stars? The service. It is way better than any other restaurant in the country. I cannot emphasise how welcome we were made to feel, and how well trained (and recruited, I imagine) the staff are. A credit to themselves and the organisation.An earlier reviewer said this was a small restaurant. I can only imagine they were in the wrong place. This restaurant is one of the largest I have seen in the country, although they do employ a few tricks to \'a1\'a7open up\'a1\'a8 the restaurant as needed.Do not hesitate... just go.\",,,,
2018/7/25," This is a must have meal while you\'a1\'a6re in Taipei. The food is absolutely delicious. The restaurant is located in the food courts of Taipei 101. It\'a1\'a6s always crowded and they turn over tables very fast. As a single patron, I think I waited 20 minutes for a table to open up. It was very much worth it. Lots of dumplings, noodles, big beers and more. You can watch chefs hand make dumplings right in front of you. Terrific culinary experience in Taipei. \",,,,,,,
2018/7/25," We had just spent several hours enjoying the views above and came down to enjoy a super late lunch between the lunch and dinner times. This DTF is off to one section of the mall so we had a hard time finding it but it is also dependent on where you enter the mall. The staff was efficient in noticing people by their entrance and came up to us and lead us up to where we get our number plus hand us an order sheet. Perhaps this is their way of hooking customers instead of letting them go elsewhere to eat. We only waited 3-4 minutes before our number was called. This place is large inside for its location. Where we were seated we walked past their ubiquitous glassed-in prep area as well we could see private dining rooms. We had 2 large orders of xiao long bao and an order of sticky rice with pork. Of note, unlike Hong Kong, they do not charge for tea or hot water but there is an automatic 10% charge to the bill. What we ordered was delicious and you cannot go wrong with the pork XLB. Service was attentive. We also opted for this 101 branch not only because we were already here but because the original location would most likely have been more crowded. Eat and enjoy.\",,,,,,,
2018/7/22, Always has a long queue. We had to wait for an hour to be accommodated. Meanwhile we went shopping in stores nearby. Food is delicious that's why we did not mind waiting. Place is small.\,,,,,,,
2018/7/20," Dumpling was delicious and juicy. My favorite dumpling of all time. Dessert was good, specially mango sago ...\",,,,,,,
2018/7/20, There can often be a 60 minutes wait for a table at the home of magnificent soupy dumplings. But we cut the wait to just 10 minutes for our order by getting takeaway and wandering to shared tables in the nearby bustling food court. Locals very friendly and these classic dumplings a winner again.\,,,,,,,
2018/7/20, Very busy but very efficient. Outside whilst waiting you can fill in you order. Helpful is the English translation and the pictures. Never had dim sum like this before. Very clean. Friendly staff. Speak English very well. Polite. Don't miss this when you are in Taipei\,,,,,,,
2018/7/20, We really enjoyed this please! The service is great and the food is really something! If you don't dare to eat at the local venues you should rather try this please. \,,,,,,,
2018/7/19, Just want to see what it all about. The food was great and tasty.Am I a fan of it? Not really. It was a bit pricey for what it worth.But I had a good times with friends.\,,,,,,,
2018/7/26, This restaurant is very popular. You have to go through a long queing if you come here on the lunch or dinner hours.The recommended food here ,"- Pork Fried Rice- Bao with chocolate lava insideI also tried their noodle with spicy soup and also the Bao with water, meat and vegetable inside, but the taste is average.Overall it's worth to try.\",,,,,,
2018/7/26," If I rated this on an assessment of the food alone, it would probably only garner 4 stars. And even that comment needs qualification. That is to say that there appears to be two standards of food"," the dumplings, and everything else. And let me tell you"," the dumplings are unbelievable. I have made a fair few dumplings in my time, and without hesitation I can say that those at Din Tai Fung are exemplary. Which brings us to the rest of the menu"," all non-dumpling dishes were very pedestrian. One noodle dish in particular was actually bad. So, the moral of the story is stick to the dumplings.So given that the food is overall four stars, why did I rate Din Tai Fung five stars? The service. It is way better than any other restaurant in the country. I cannot emphasise how welcome we were made to feel, and how well trained (and recruited, I imagine) the staff are. A credit to themselves and the organisation.An earlier reviewer said this was a small restaurant. I can only imagine they were in the wrong place. This restaurant is one of the largest I have seen in the country, although they do employ a few tricks to \'a1\'a7open up\'a1\'a8 the restaurant as needed.Do not hesitate... just go.\",,,,
2018/7/25," This is a must have meal while you\'a1\'a6re in Taipei. The food is absolutely delicious. The restaurant is located in the food courts of Taipei 101. It\'a1\'a6s always crowded and they turn over tables very fast. As a single patron, I think I waited 20 minutes for a table to open up. It was very much worth it. Lots of dumplings, noodles, big beers and more. You can watch chefs hand make dumplings right in front of you. Terrific culinary experience in Taipei. \",,,,,,,
2018/7/25," We had just spent several hours enjoying the views above and came down to enjoy a super late lunch between the lunch and dinner times. This DTF is off to one section of the mall so we had a hard time finding it but it is also dependent on where you enter the mall. The staff was efficient in noticing people by their entrance and came up to us and lead us up to where we get our number plus hand us an order sheet. Perhaps this is their way of hooking customers instead of letting them go elsewhere to eat. We only waited 3-4 minutes before our number was called. This place is large inside for its location. Where we were seated we walked past their ubiquitous glassed-in prep area as well we could see private dining rooms. We had 2 large orders of xiao long bao and an order of sticky rice with pork. Of note, unlike Hong Kong, they do not charge for tea or hot water but there is an automatic 10% charge to the bill. What we ordered was delicious and you cannot go wrong with the pork XLB. Service was attentive. We also opted for this 101 branch not only because we were already here but because the original location would most likely have been more crowded. Eat and enjoy.\",,,,,,,
2018/7/22, Always has a long queue. We had to wait for an hour to be accommodated. Meanwhile we went shopping in stores nearby. Food is delicious that's why we did not mind waiting. Place is small.\,,,,,,,
2018/7/20," Dumpling was delicious and juicy. My favorite dumpling of all time. Dessert was good, specially mango sago ...\",,,,,,,
2018/7/20, There can often be a 60 minutes wait for a table at the home of magnificent soupy dumplings. But we cut the wait to just 10 minutes for our order by getting takeaway and wandering to shared tables in the nearby bustling food court. Locals very friendly and these classic dumplings a winner again.\,,,,,,,
2018/7/20, Very busy but very efficient. Outside whilst waiting you can fill in you order. Helpful is the English translation and the pictures. Never had dim sum like this before. Very clean. Friendly staff. Speak English very well. Polite. Don't miss this when you are in Taipei\,,,,,,,
2018/7/20, We really enjoyed this please! The service is great and the food is really something! If you don't dare to eat at the local venues you should rather try this please. \,,,,,,,
2018/7/19, Just want to see what it all about. The food was great and tasty.Am I a fan of it? Not really. It was a bit pricey for what it worth.But I had a good times with friends.\,,,,,,,
2018/7/18, It\'a1\'a6s usually full but around 3pm on weekdays you will bet better service and get inside without a reservation.The food as any tingtaifung is delicious but being so famous tends to make it hard to get inside without waiting a long time or making reservations in advance.It can be more expensive than other restaurants in Taipei but I think it\'a1\'a6s worth to go at least once and try their xiaolongbao.\,,,,,,,
2018/7/18,  Beautiful dumplings and other dishes. Served by most efficient crew I have ever seen. Place to come back to.\,,,,,,,
2018/7/16," One word. Spicy Pork Sausage Dumplings and Taiwan Beer. Well... thats mor than one word but i can assure you will have more than me as the food was amazing, fresh and fast. The waiters came out to find us in the crowd and get our order in with a double check. Super friendly and priced to please! We tried many of the delicacies. Be carefull popping a shrimp soup ball dumpling too fast. They are hot! ",-) #1 in Taipei!\,,,,,,
2018/7/16, After visiting the 101 tower we wanted to eat and drink and had seen good reviews of this place. Bit worried to find it a smallish shopfront opposite Starbucks in a food mall but once inside it was huge. We were not familiar with the ordering system but with number codes and pictures got the job done with the help of the 1 or 2 staff with some English. Some of our group wanted to order the white wine but the staff explained it was not going to be what they expected so we stuck to beer and green tea. Food was great and good quantity. The view of the kitchen with a team of maybe 20 making dumplings was amazing and made this a special experience.well worth visiting.\,,,,,,,
2018/7/14," I last reviewed Din Tai Fung back in December 2016, then I said that I would go back to Taipei just to dine at Din Tai Fung. Since then I have been back to Taipei several times and always drop into Din Tai Fung for the most delicious Xialongbao (soup dumplings). I have eaten at Din Tai Fung outside of Taiwan (Singapore, Hong Kong, Kuala Lumpur, Sydney and Bangkok). Whilst they are all good, Taipei definitely is the best, and consistently good too. Amazing dim sum, fried rice with pork and wonton soup. Any visit to Taipei must include Din Tai Fung.\",,,,,,,
2018/7/13," We went for lunch after viewing the 101 observation deck, the wait wasn\'a1\'a6t very long at all and the food was superb, we also tried while in Singapore and was just as good. Keep in mind the venue is busy but don\'a1\'a6t be put off as the tables are quite and you don\'a1\'a6t feel rushed.\",,,,,,,
2018/7/10," I go to this restaurant with my family and my best friends in Taiwan trip. Dimsum is amazing and have a supprised experiences, staff is very nice and i can watch how to make dimsum\",,,,,,,
2018/7/10," I love this restaurant.... when in a city that has Din Tai Fung I have to go! Amazing dim sum, if you have not tried you must go. Good service, and clean place.\",,,,,,,
2018/7/7," We arrived 10 minutes before the restaurant opened (11am) and were 15th in the queue. Fortunately, this restaurant knows how to manage its incredible popularity and we were given menus and pencils whilst in the queue. Once inside the staff were delightful, checking our vegetarian requirements, making recommendations and demonstrating the preparation of shredded ginger, sesame oil and rice vinegar seasoning for our dumplings. Special mention to Albee for her thoughtfulness in placing a chair cover over my scarf to protect it. We ordered the house special entree, mushroom dumplings, fried rice with egg water spinach, chocolate dumplings, red bean buns and mung bean buns. The dumplings were delicate and heavenly. Portion sizes were very generous. With the kitchen in the centre of the spacious restaurant it was fascinating watching the kitchen staff at work. It was surprising to see all the kitchen staff wear face masks and elaborate hairnets and a very clear emphasis on hygiene. When we left the queue had gotten longer with signage advising the wait was 35mins. Don\'a1\'a6t let the wait put you off. There is a reason this is the most famous dumpling house.\",,,,,,,
2018/7/6," Went at 5.00 pm, was seated straight away and had three dishes for dinner. I had the truffle xiao long bao dumplings, some prawn dumplings and a noodle dish with pork. The dumplings were excellent and the noodle dish I would say average. Should have kept on coming back instead of trying other restaurants.\",,,,,,,
2018/7/18, It\'a1\'a6s usually full but around 3pm on weekdays you will bet better service and get inside without a reservation.The food as any tingtaifung is delicious but being so famous tends to make it hard to get inside without waiting a long time or making reservations in advance.It can be more expensive than other restaurants in Taipei but I think it\'a1\'a6s worth to go at least once and try their xiaolongbao.\,,,,,,,
2018/7/18,  Beautiful dumplings and other dishes. Served by most efficient crew I have ever seen. Place to come back to.\,,,,,,,
2018/7/16," One word. Spicy Pork Sausage Dumplings and Taiwan Beer. Well... thats mor than one word but i can assure you will have more than me as the food was amazing, fresh and fast. The waiters came out to find us in the crowd and get our order in with a double check. Super friendly and priced to please! We tried many of the delicacies. Be carefull popping a shrimp soup ball dumpling too fast. They are hot! ",-) #1 in Taipei!\,,,,,,
2018/7/16, After visiting the 101 tower we wanted to eat and drink and had seen good reviews of this place. Bit worried to find it a smallish shopfront opposite Starbucks in a food mall but once inside it was huge. We were not familiar with the ordering system but with number codes and pictures got the job done with the help of the 1 or 2 staff with some English. Some of our group wanted to order the white wine but the staff explained it was not going to be what they expected so we stuck to beer and green tea. Food was great and good quantity. The view of the kitchen with a team of maybe 20 making dumplings was amazing and made this a special experience.well worth visiting.\,,,,,,,
